listing_id,listing_url,title,category,brand,model,year,manufacture_year,registration_year,mileage,price,fuel_type,transmission,engine_cc,condition,location,district,ad_date,source,scraped_at,validation_issues,is_valid
12281266,https://riyasewana.com/buy/ashok-leyland-cincomax-sale-hambantota-12281266,Ashok-Leyland Cincomax 2006 Heavy-Duty (Used),Car,Ashok-Leyland,Cincomax,2006,2006,,1,2580000,Diesel,Manual,6500,Registered (Used),Hambantota,Hambantota,"2026 Sep 07, 12:54 pm",riyasewana,2026-09-09T17:08:46.527468+00:00,[],True
12281811,https://riyasewana.com/buy/ashok-leyland-prime-mover-sale-boralesgamuwa-12281811,Ashok-Leyland Prime Mover 2010 Heavy-Duty (Used),Car,Ashok-Leyland,Prime Mover,2010,2010,,38000,3900000,Diesel,Manual,6550,Registered (Used),Boralesgamuwa,Boralesgamuwa,"2026 Sep 07, 2:44 pm",riyasewana,2026-09-09T17:08:48.169779+00:00,[],True
12288083,https://riyasewana.com/buy/ashok-leyland-tipper-10-sale-polonnaruwa-12288083,Ashok-Leyland Tipper 10 Wheel 2012 Heavy-Duty (Used),Car,Ashok-Leyland,Tipper 10 Wheel,2012,2012,,150000,,Diesel,Manual,6540,Registered (Used),Polonnaruwa,Polonnaruwa,"2026 Sep 08, 5:04 pm",riyasewana,2026-09-09T17:08:49.825999+00:00,"[""missing_price""]",False
12294480,https://riyasewana.com/buy/cat-bob-cat-sale-jaffna-12294480,CAT Bob Cat 2015 Heavy-Duty (Used),Car,CAT,Bob Cat,2015,2015,,250,8500000,Diesel,Automatic,2200,Registered (Used),Jaffna,Jaffna,"2026 Sep 09, 7:59 pm",riyasewana,2026-09-09T17:08:51.476591+00:00,[],True
12285094,https://riyasewana.com/buy/cat-caterpillar-e120b-sale-kadawatha-12285094,CAT Caterpillar E120B 1998 Heavy-Duty (Used),Car,CAT,Caterpillar E120B,1998,1998,,10000,6200000,Diesel,Manual,3800,Registered (Used),Kadawatha,Gampaha,"2026 Sep 08, 9:05 am",riyasewana,2026-09-09T17:08:53.249752+00:00,[],True
12282057,https://riyasewana.com/buy/cat-caterpillar-sale-kurunegala-12282057,CAT Caterpillar 2008 Heavy-Duty (Used),Car,CAT,Caterpillar,2008,2008,,85,2900000,Diesel,Manual,1,Registered (Used),Kurunegala,Kurunegala,"2026 Sep 07, 3:38 pm",riyasewana,2026-09-09T17:08:54.911867+00:00,[],True
12278273,https://riyasewana.com/buy/hitachi-30-landy-sale-divulapitiya-12278273,Hitachi 30 Landy Kid 2018 Heavy-Duty (Used),Car,Hitachi,30 Landy Kid,2018,2018,,1,3600000,Diesel,Manual,,Registered (Used),Divulapitiya,Divulapitiya,"2026 Sep 06, 10:52 pm",riyasewana,2026-09-09T17:08:56.579754+00:00,[],True
12283479,https://riyasewana.com/buy/hitachi-ex-30-sale-mirigama-12283479,Hitachi Ex 30 2020 Heavy-Duty (Used),Car,Hitachi,Ex 30,2020,2020,,4160,3275000,Diesel,Manual,1422,Registered (Used),Mirigama,Mirigama,"2026 Sep 07, 9:02 pm",riyasewana,2026-09-09T17:08:58.262598+00:00,[],True
12282984,https://riyasewana.com/buy/ihi-30-sale-matale-12282984,IHI 30 2016 Heavy-Duty (Used),Car,IHI,30,2016,2016,,111,1700000,Diesel,Manual,1000,Registered (Used),Matale,Matale,"2026 Sep 07, 7:02 pm",riyasewana,2026-09-09T17:08:59.951725+00:00,"[""suspicious_mileage_pattern""]",False
12289100,https://riyasewana.com/buy/ihi-is-30-sale-dankotuwa-12289100,IHI IS 30 2015 Heavy-Duty (Used),Car,IHI,IS 30,2015,2015,,1800,1950000,Diesel,Manual,,Registered (Used),Dankotuwa,Dankotuwa,"2026 Sep 08, 8:54 pm",riyasewana,2026-09-09T17:09:01.637068+00:00,[],True
