listing_id,listing_url,title,category,brand,model,year,manufacture_year,registration_year,mileage,price,fuel_type,transmission,engine_cc,condition,location,district,ad_date,source,scraped_at,validation_issues,is_valid
12286510,https://riyasewana.com/buy/bmw-520d-sale-colombo-12286510,BMW 520D 2015 Car (Used),Car,BMW,520D,2013,2013,,113000,20800000,Diesel,Automatic,2000,Registered (Used),Colombo,Colombo,"2026 Sep 10, 12:07 pm",riyasewana,2026-09-10T17:32:41.650108+00:00,[],True
12300561,https://riyasewana.com/buy/bmw-740le-sale-kandy-12300561,BMW 740le 2018 Car (Used),Car,BMW,740le,2018,2018,,23000,53500000,Hybrid,Automatic,2000,Registered (Used),Kandy,Kandy,"2026 Sep 10, 10:35 pm",riyasewana,2026-09-10T17:32:43.397137+00:00,[],True
12291856,https://riyasewana.com/buy/daihatsu-mira-g-sale-colombo-12291856,Daihatsu Mira G 2026 Car Unregistered (Recondition),Car,Daihatsu,Mira G,2026,2026,,1,7890000,Petrol,Automatic,660,Unregistered (Recondition),Colombo,Colombo,"2026 Sep 10, 11:14 am",riyasewana,2026-09-10T17:32:45.044046+00:00,[],True
12268740,https://riyasewana.com/buy/daihatsu-mira-l-sale-gampaha-12268740,Daihatsu Mira L SA3 LTD SAFETY 2024 Car Unregistered (Recondition),Car,Daihatsu,Mira L SA3 LTD SAFETY,2024,2024,,3255,6690000,Petrol,Automatic,658,Unregistered (Recondition),Gampaha,Gampaha,"2026 Sep 10, 10:42 am",riyasewana,2026-09-10T17:32:46.709830+00:00,[],True
12300545,https://riyasewana.com/buy/daihatsu-mira-sale-galle-12300545,Daihatsu Mira 2017 Car (Used),Car,Daihatsu,Mira,2017,2017,2018,168000,5975000,Petrol,Automatic,660,Registered (Used),Galle,Galle,"2026 Sep 10, 10:28 pm",riyasewana,2026-09-10T17:32:48.377386+00:00,[],True
