listing_id,listing_url,title,category,brand,model,year,manufacture_year,registration_year,mileage,price,fuel_type,transmission,engine_cc,condition,location,district,ad_date,source,scraped_at,validation_issues,is_valid
12294695,https://riyasewana.com/buy/ford-ranger-sale-hanwella-12294695,Ford Ranger 2016 Pickup (Used),Car,Ford,Ranger,2016,2016,,121000,14800000,Diesel,Manual,2200,Registered (Used),Hanwella,Hanwella,"2026 Sep 09, 8:56 pm",riyasewana,2026-09-09T17:09:33.934409+00:00,[],True
12290244,https://riyasewana.com/buy/ford-raptor-ranger-sale-colombo-12290244,Ford Raptor Ranger F150 Modified 2017 Pickup (Used),Car,Ford,Raptor Ranger F150 Modified,2017,2017,,120000,16800000,Diesel,Manual,2209,Registered (Used),Colombo,Colombo,"2026 Sep 09, 7:57 am",riyasewana,2026-09-09T17:09:35.600709+00:00,[],True
12293575,https://riyasewana.com/buy/mahindra-bolero-maxi-sale-puttalam-12293575,Mahindra Bolero Maxi Truck 2015 Pickup (Used),Car,Mahindra,Bolero Maxi Truck,2015,2015,,40250,3800000,Diesel,Manual,2523,Registered (Used),Puttalam,Puttalam,"2026 Sep 09, 4:32 pm",riyasewana,2026-09-09T17:09:37.262505+00:00,[],True
12293246,https://riyasewana.com/buy/mahindra-bolero-sale-anuradapura-12293246,Mahindra Bolero 2011 Pickup (Used),Car,Mahindra,Bolero,2011,2011,,100000,3000000,Diesel,Manual,2500,Registered (Used),Anuradapura,Anuradapura,"2026 Sep 09, 3:22 pm",riyasewana,2026-09-09T17:09:38.952479+00:00,[],True
12293621,https://riyasewana.com/buy/mahindra-bolero-sale-galle-12293621,Mahindra Bolero 2013 Pickup (Used),Car,Mahindra,Bolero,2013,2013,,48000,3600000,Diesel,Manual,,Registered (Used),Galle,Galle,"2026 Sep 09, 4:44 pm",riyasewana,2026-09-09T17:09:40.697025+00:00,[],True
12293384,https://riyasewana.com/buy/mahindra-bolero-sale-kandy-12293384,Mahindra Bolero 2012 Pickup (Used),Car,Mahindra,Bolero,2012,2012,,,3000000,Diesel,Manual,,Registered (Used),Kandy,Kandy,"2026 Sep 09, 3:51 pm",riyasewana,2026-09-09T17:09:42.351586+00:00,"[""missing_mileage""]",False
12293659,https://riyasewana.com/buy/mahindra-bolero-sale-kurunegala-12293659,Mahindra Bolero 2013 Pickup (Used),Car,Mahindra,Bolero,2013,2013,,1,3600000,Diesel,Manual,900,Registered (Used),Kurunegala,Kurunegala,"2026 Sep 09, 4:51 pm",riyasewana,2026-09-09T17:09:44.009222+00:00,[],True
12293712,https://riyasewana.com/buy/mahindra-bolero-sale-kurunegala-12293712,Mahindra Bolero 2016 Pickup (Used),Car,Mahindra,Bolero,2016,2016,,1,4675000,Diesel,Manual,900,Registered (Used),Kurunegala,Kurunegala,"2026 Sep 09, 5:04 pm",riyasewana,2026-09-09T17:09:45.666643+00:00,[],True
12294034,https://riyasewana.com/buy/mahindra-bolero-sale-negombo-12294034,Mahindra Bolero 2016 Pickup (Used),Car,Mahindra,Bolero,2016,2016,,1,,Diesel,Manual,,Registered (Used),Negombo,Gampaha,"2026 Sep 09, 6:22 pm",riyasewana,2026-09-09T17:09:48.562013+00:00,"[""missing_price""]",False
12293500,https://riyasewana.com/buy/mahindra-bolero-sale-polonnaruwa-12293500,Mahindra Bolero 2012 Pickup (Used),Car,Mahindra,Bolero,2012,2012,,48000,,Diesel,Manual,2500,Registered (Used),Polonnaruwa,Polonnaruwa,"2026 Sep 09, 4:17 pm",riyasewana,2026-09-09T17:09:50.241896+00:00,"[""missing_price""]",False
